"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Status","Published","Published At","Published Scope","Template Suffix","Gift Card","URL","Total Inventory Qty","Row #","Top Row","Image Type","Image Src","Image Command","Image Position","Image Width","Image Height","Image Alt Text","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Position","Variant SKU","Variant Barcode","Variant Image","Variant Weight","Variant Weight Unit","Variant Price","Variant Compare At Price","Variant Taxable","Variant Tax Code","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Shipping Profile","Variant Inventory Qty","Variant Inventory Adjust"
"9093867790","clothing-velcro-conversion-kit-by-velcro-brands","MERGE","Clothing Velcro Button Conversion Kit","<p>Convert your loved ones button downs to velcro shirts with these easy to place conversion kit. Simply iron on where buttons typically are, and now make dressing easier then ever. For installation instructions, view the following video:</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/LHxUOGjbwls"" frameborder=""0"" allowfullscreen=""""></iframe></p>","VELCRO Brand","Clothes","Alzheimer's Disease (AD), Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Incontinence, Lewy Body Dementia (LBD), Other Dementia, Stage 3, Stage 4, Vascular Dementia (VD)","REPLACE","2016-11-21 11:14:02 -0800","2026-01-20 00:23:48 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/clothing-velcro-conversion-kit-by-velcro-brands","-25","1","true","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/products/71jENr2NPuL._SL1200.jpg?v=1743351872","MERGE","1","610","1200","","20778700430","31771495374","MERGE","Color","Tortoiseshell","","","","","1","","","","0.0","lb","10.99","","true","","","deny","manual","true","General profile","",""
"9093867790","clothing-velcro-conversion-kit-by-velcro-brands","MERGE","Clothing Velcro Button Conversion Kit","","VELCRO Brand","Clothes","Alzheimer's Disease (AD), Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Incontinence, Lewy Body Dementia (LBD), Other Dementia, Stage 3, Stage 4, Vascular Dementia (VD)","REPLACE","2016-11-21 11:14:02 -0800","2026-01-20 00:23:48 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/clothing-velcro-conversion-kit-by-velcro-brands","-25","2","","","","","","","","","20778787790","31771590734","MERGE","Color","Pearl","","","","","2","","","","0.0","lb","10.99","","true","","","deny","manual","true","General profile","",""
"9093867790","clothing-velcro-conversion-kit-by-velcro-brands","MERGE","Clothing Velcro Button Conversion Kit","","VELCRO Brand","Clothes","Alzheimer's Disease (AD), Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Incontinence, Lewy Body Dementia (LBD), Other Dementia, Stage 3, Stage 4, Vascular Dementia (VD)","REPLACE","2016-11-21 11:14:02 -0800","2026-01-20 00:23:48 -0800","Active","false","","web","","false","https://www.dementiaaide.com/products/clothing-velcro-conversion-kit-by-velcro-brands","-25","3","","","","","","","","","41458408194117","39364162256965","MERGE","Color","White","","","","","3","","","","0.0","lb","19.99","","true","","","deny","manual","true","General profile","",""
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","<p data-start=""80"" data-end=""173"">🎉 <strong>For a Limited Time, almost $30 OFF per jumpsuit</strong><strong data-start=""83"" data-end=""115"">!</strong> 🎉</p>
<p><strong>No codes needed—your discount applies automatically at checkout.</strong></p>
<p>Looking for comfortable and functional clothing designed for <strong>ease of use</strong> and practicality? Our <strong>adaptive back zip senior or special needs clothing</strong> is thoughtfully crafted to support caregivers and their loved ones, offering innovative features that simplify dressing and promote comfort.</p>
<p>This <strong>anti-strip onesie</strong> is designed with a discrete <strong>back zipper</strong> for easy dressing and secure wear, making it an ideal solution for <strong>maintaining dignity and independence</strong>. It provides a practical and stylish option for caregivers seeking user-friendly clothing.</p>
<p>Made with premium <strong>95% cotton</strong> and a touch of spandex for flexibility (no polyester), this adaptive wear ensures maximum comfort throughout the day. Features like elasticated openings for a gentle fit and label space for easy identification make it a practical choice for use at home or in care settings.</p>
<p>Available in unisex sizes (X-Small, Small, Medium, Large), this adaptive clothing is designed to fit comfortably and accommodate various needs. Its relaxed fit and high-quality fabric make it a versatile addition to any wardrobe.</p>
<p>Choose from two sleek colors: Navy Blue and Burgundy.</p>
<p>For more information on how the product works, check out our <a rel=""noopener"" title=""Anti-strip jumpsuit for dementia care"" href=""https://youtu.be/RLMUzeZDzlM"" target=""_blank"">youtube</a><a title=""Anti-strip jumpsuit for dementia care"" href=""https://youtu.be/RLMUzeZDzlM""> video</a>!</p>
<p><strong>Size Down! Sizes run large</strong><span><strong> </strong>for a comfortable, loose fit.</span></p>
<p><a href=""https://www.dementiaaide.com/pages/sizing-chart-anti-strip-jumpsuit"" title=""Anti Strip Jumpsuit Dementia Alzheimer's Sizing Chart"" rel=""noopener"" target=""_blank"">Sizing Chart</a></p>
<p><strong>Features include:</strong></p>
<ul>
<li>Discrete back zipper with loops extending to the front for easy dressing</li>
<li>Elasticated openings designed for a gentle fit, suitable for those with swelling or sensitive skin</li>
<li>Label space for easy identification in care settings</li>
<li>Soft, breathable fabric for all-day comfort</li>
<li>Made with 95% cotton and 5% spandex for flexibility and durability</li>
</ul>
<p><strong data-start=""159"" data-end=""177"">🧵 SIZE TIP 🧵</strong></p>
<p style=""padding-left: 40px;""><strong data-start=""180"" data-end=""206""></strong><strong data-start=""180"" data-end=""206"">This style runs large.</strong><br data-start=""206"" data-end=""209""><span>👉 For the best fit, we recommend </span><strong data-start=""243"" data-end=""259"">sizing down.</strong></p>
<p><strong data-start=""243"" data-end=""259""><a href=""https://www.dementiaaide.com/pages/sizing-chart-anti-strip-jumpsuit"" title=""Anti Strip Jumpsuit Dementia Alzheimer's Sizing Chart"" rel=""noopener"" target=""_blank"">Sizing Chart</a></strong><em><span style=""color: rgb(64, 64, 64);""><meta charset=""UTF-8""></span></em></p>
<p><strong><meta charset=""UTF-8""> <span>🚚💨</span>FREE Standard Shipping + Returns + Exchanges</strong></p>","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","4","true","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","MERGE","1","2000","2000","Anti-Strip Incontinence Jumpsuit for Dementia and Alzheimer's","41854141497413","39758918025285","MERGE","Size","X-Small","Color","Navy Blue","","","1","JSXSNB","00860003399163","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","26","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","5","","EXTERNAL_VIDEO","https://youtu.be/dNbLFiA8L7Y","MERGE","2","","","Anti Strip Onesie for Undressing Video","13188348805189","12990104043589","MERGE","Size","Small","Color","Navy Blue","","","2","JSSMNB","00860003399101","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","75","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","6","","EXTERNAL_VIDEO","https://youtu.be/wkw20m2dXVc","MERGE","3","","","How to Put on an Anti-Strip Onesie or Adaptive clothing","13188409131077","12990161682501","MERGE","Size","Small","Color","Burgundy Red","","","3","JSSMBR","00860003399132","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","0","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","7","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Long_Zipper.jpg?v=1760934979","MERGE","4","1600","1600","Anti Strip Adaptive Suit Long Zipper","13188409163845","12990161715269","MERGE","Size","Medium","Color","Navy Blue","","","4","JSMDNB","00860003399118","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","0","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","8","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Adaptive_Suit_Competitors.png?v=1760934979","MERGE","5","2000","2000","Competitor Grid for Anti-Strip Suit","13188409196613","12990161748037","MERGE","Size","Medium","Color","Burgundy Red","","","5","JSMDBR","00860003399149","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","0","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","9","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Dementia_Clothing_Size_Chart.png?v=1760934979","MERGE","6","2000","2000","Dementia Clothing Size Chart","13188409229381","12990161780805","MERGE","Size","Large","Color","Navy Blue","","","6","JSLGNB","00860003399125","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","continue","manual","true","General profile","28","0"
"1452326780997","anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","MERGE","Anti-Strip Back-zip Jumpsuit - Adaptive Alzheimer’s and Dementia Clothing","","Dementia Aide","Anti-Strip Jumpsuit","Alzheimer's Disease (AD), Bathing, Dressing, Fronto-temporal Dementia (FTD), Fronto-temporal Lobe Dementia (FTD), Hair-Care, Incontinence, Lewy Body Dementia (LBD), Memory Aid, Other Dementia, Shaving, Sleeping, Stage 1, Stage 2, Stage 3, Stage 4, Toileting, Unisex, Vascular Dementia (VD), Wandering","REPLACE","2018-08-22 17:08:15 -0700","2026-01-27 11:00:12 -0800","Active","true","2021-03-28 11:22:58 -0700","global","","false","https://www.dementiaaide.com/products/anti-strip-back-zip-jumpsuit-adaptive-alzheimers-and-dementia-clothing","129","10","","IMAGE","https://cdn.shopify.com/s/files/1/1231/7650/files/Identification_for_Anti-Strip_Jumpsuit.jpg?v=1760934979","MERGE","7","2000","2000","Identification for Anti-Strip Jumpsuit","13188409294917","12990161813573","MERGE","Size","Large","Color","Burgundy Red","","","7","JSLGBR","00860003399156","https://cdn.shopify.com/s/files/1/1231/7650/files/Anti-Strip_Incontinence_Jumpsuit_for_Dementia_and_Alzheimer_s.png?v=1760934979","1.7","lb","69.99","110.95","true","","shopify","deny","manual","true","General profile","0","0"
